stimulus;picture_number;SOA;target;target_position;set;saliency;response;resp_code;RT
happy;50;300;Z;left;emotional;control;correct;11;475,8
disgusting;17;300;N;top;emotional;salient;correct;12;474,9
happy;14;300;N;bottom;emotional;control;correct;12;416,1
disgusting;26;300;Z;top;emotional;salient;correct;11;864,3
disgusting;46;300;N;right;emotional;salient;correct;12;378,2
happy;38;100;N;top;emotional;control;correct;12;592,3
happy;32;300;Z;top;emotional;control;correct;11;532,6
happy;31;300;Z;left;emotional;control;correct;11;452,4
happy;35;200;N;left;emotional;control;incorrect;1;470,3
happy;48;100;Z;left;emotional;control;correct;11;518,5
disgusting;06;200;N;bottom;emotional;salient;correct;12;406,3
disgusting;30;300;N;bottom;emotional;salient;incorrect;1;380,1
happy;19;100;N;left;emotional;control;correct;12;692,6
disgusting;09;100;Z;top;emotional;salient;correct;11;628,1
disgusting;48;100;Z;left;emotional;salient;correct;11;453,2
disgusting;48;200;Z;top;emotional;salient;correct;11;690,8
happy;22;100;Z;bottom;emotional;control;correct;11;514
disgusting;20;100;N;top;emotional;salient;miss;;
disgusting;38;200;N;left;emotional;salient;correct;12;664
happy;05;300;Z;top;emotional;control;correct;11;398
happy;36;200;Z;left;emotional;control;correct;11;387,3
happy;21;100;Z;top;emotional;control;correct;11;392
happy;38;200;Z;top;emotional;control;correct;11;456,3
disgusting;16;200;Z;bottom;emotional;salient;correct;11;422,7
disgusting;22;300;Z;bottom;emotional;salient;correct;11;431,9
disgusting;49;100;N;right;emotional;salient;correct;12;588,2
happy;01;200;Z;right;emotional;control;incorrect;2;416,7
happy;07;200;Z;bottom;emotional;control;correct;11;438,5
disgusting;07;300;N;left;emotional;salient;correct;12;486,4
happy;06;300;Z;right;emotional;control;incorrect;2;487,9
happy;25;100;Z;right;emotional;control;correct;11;538,3
disgusting;42;100;Z;top;emotional;salient;incorrect;2;602,1
happy;09;100;Z;left;emotional;control;correct;11;537,6
happy;36;300;N;right;emotional;control;correct;12;566,4
disgusting;39;200;Z;right;emotional;salient;correct;11;578
happy;03;100;N;right;emotional;control;incorrect;1;740,3
disgusting;35;200;Z;left;emotional;salient;correct;11;507,2
disgusting;09;200;N;top;emotional;salient;correct;12;519,1
disgusting;41;100;Z;right;emotional;salient;correct;11;566,1
happy;17;100;N;top;emotional;control;correct;12;585,9
happy;01;300;N;left;emotional;control;correct;12;499,1
happy;04;200;N;right;emotional;control;correct;12;435,5
disgusting;03;100;Z;bottom;emotional;salient;correct;11;505,5
happy;26;300;N;top;emotional;control;correct;12;463,9
happy;38;300;N;bottom;emotional;control;correct;12;518,3
happy;43;100;N;bottom;emotional;control;correct;12;462,3
happy;16;200;Z;right;emotional;control;correct;11;557,1
disgusting;43;200;Z;bottom;emotional;salient;incorrect;2;555,2
happy;08;200;N;left;emotional;control;correct;12;576
happy;23;100;N;left;emotional;control;incorrect;1;573,2
disgusting;30;200;Z;right;emotional;salient;correct;11;454,9
happy;41;300;Z;bottom;emotional;control;correct;11;402,2
disgusting;40;200;N;bottom;emotional;salient;correct;12;521,5
happy;22;300;N;top;emotional;control;correct;12;565,4
disgusting;14;100;N;top;emotional;salient;correct;12;580
disgusting;12;300;Z;right;emotional;salient;correct;11;433,7
happy;10;200;N;top;emotional;control;correct;12;525,1
disgusting;45;200;N;right;emotional;salient;correct;12;513,3
happy;49;200;Z;bottom;emotional;control;correct;11;565,7
disgusting;14;200;Z;top;emotional;salient;correct;11;531,9
happy;09;300;Z;bottom;emotional;control;correct;11;404,1
disgusting;11;300;N;left;emotional;salient;correct;12;627,5
happy;10;100;Z;bottom;emotional;control;correct;11;577,7
disgusting;25;300;Z;top;emotional;salient;correct;11;561,4
disgusting;33;300;N;bottom;emotional;salient;correct;12;409,9
disgusting;50;100;Z;left;emotional;salient;incorrect;2;597,1
happy;42;200;Z;left;emotional;control;incorrect;2;423
disgusting;49;200;Z;left;emotional;salient;correct;11;428
disgusting;39;100;N;bottom;emotional;salient;correct;12;481,3
happy;04;300;Z;top;emotional;control;correct;11;437,9
happy;39;300;N;bottom;emotional;control;correct;12;613
disgusting;31;200;N;top;emotional;salient;correct;12;593,2
happy;44;100;N;top;emotional;control;correct;12;479,7
disgusting;29;300;N;top;emotional;salient;correct;12;457,6
disgusting;18;200;N;left;emotional;salient;correct;12;477,4
disgusting;19;300;Z;right;emotional;salient;correct;11;474,5
disgusting;24;300;Z;bottom;emotional;salient;correct;11;558,9
happy;18;300;Z;left;emotional;control;correct;11;442,4
happy;02;300;Z;right;emotional;control;correct;11;467,3
disgusting;32;100;N;left;emotional;salient;correct;12;570,6
happy;12;200;Z;top;emotional;control;correct;11;811,4
disgusting;05;200;N;top;emotional;salient;correct;12;477,3
disgusting;06;300;N;right;emotional;salient;correct;12;344,9
disgusting;01;200;N;right;emotional;salient;correct;12;518,3
disgusting;38;100;N;left;emotional;salient;correct;12;658,1
disgusting;34;300;Z;left;emotional;salient;correct;11;458,1
happy;40;200;N;bottom;emotional;control;correct;12;489
happy;45;300;N;left;emotional;control;correct;12;415,1
happy;43;300;N;right;emotional;control;correct;12;389,6
happy;24;200;N;right;emotional;control;correct;12;358,7
disgusting;11;100;Z;bottom;emotional;salient;correct;11;478,9
disgusting;36;300;Z;left;emotional;salient;incorrect;2;474,5
happy;28;300;Z;top;emotional;control;incorrect;2;383,8
happy;03;200;Z;top;emotional;control;correct;11;491,1
disgusting;03;300;N;top;emotional;salient;correct;12;466,4
disgusting;49;300;Z;right;emotional;salient;correct;11;417,7
happy;16;300;Z;left;emotional;control;correct;11;489,3
happy;29;300;N;top;emotional;control;correct;12;359
happy;42;100;Z;left;emotional;control;correct;11;463,1
happy;22;200;N;left;emotional;control;correct;12;531,3
disgusting;12;200;Z;left;emotional;salient;correct;11;420,7
disgusting;21;100;N;bottom;emotional;salient;correct;12;396,8
congruent;30;100;Z;bottom;semantic;control;correct;11;533,6
congruent;10;300;N;top;semantic;control;correct;12;432,9
congruent;23;100;N;right;semantic;control;correct;12;579
incongruent;41;200;N;top;semantic;salient;correct;12;471
congruent;27;300;Z;top;semantic;control;correct;11;393,4
incongruent;49;300;Z;bottom;semantic;salient;correct;11;407
incongruent;34;100;N;left;semantic;salient;correct;12;608,3
congruent;09;300;N;left;semantic;control;correct;12;492,8
incongruent;12;100;Z;right;semantic;salient;correct;11;539,3
congruent;01;100;N;left;semantic;control;correct;12;600,8
congruent;18;200;Z;right;semantic;control;incorrect;2;406
incongruent;24;300;N;bottom;semantic;salient;incorrect;1;561,1
incongruent;32;300;N;left;semantic;salient;correct;12;605,9
congruent;49;300;Z;right;semantic;control;incorrect;2;370
congruent;33;300;Z;left;semantic;control;correct;11;581,5
congruent;50;100;Z;right;semantic;control;correct;11;550,3
incongruent;30;200;Z;left;semantic;salient;correct;11;428,1
congruent;13;200;Z;top;semantic;control;correct;11;540,8
incongruent;01;200;Z;top;semantic;salient;correct;11;519,5
incongruent;28;200;Z;bottom;semantic;salient;correct;11;434,6
incongruent;38;200;Z;right;semantic;salient;correct;11;540,2
incongruent;09;100;N;top;semantic;salient;correct;12;686,4
incongruent;32;200;N;bottom;semantic;salient;correct;12;773,3
incongruent;23;200;Z;bottom;semantic;salient;correct;11;519,3
incongruent;34;200;N;left;semantic;salient;correct;12;732,7
congruent;28;300;Z;left;semantic;control;correct;11;464,8
incongruent;24;200;Z;right;semantic;salient;correct;11;389,1
congruent;23;300;Z;top;semantic;control;incorrect;2;440,1
incongruent;29;300;Z;right;semantic;salient;correct;11;489,5
incongruent;50;300;N;right;semantic;salient;incorrect;1;515,1
congruent;15;300;Z;bottom;semantic;control;incorrect;2;590,6
congruent;27;200;N;left;semantic;control;correct;12;552,5
incongruent;33;200;Z;left;semantic;salient;correct;11;549,3
incongruent;01;300;N;top;semantic;salient;correct;12;503
congruent;26;200;N;bottom;semantic;control;incorrect;1;806,6
incongruent;31;300;N;bottom;semantic;salient;correct;12;490,5
incongruent;37;300;N;left;semantic;salient;correct;12;532,1
incongruent;10;300;N;right;semantic;salient;correct;12;441,2
incongruent;32;100;Z;left;semantic;salient;correct;11;556,4
congruent;01;300;Z;right;semantic;control;correct;11;450,7
congruent;42;300;N;bottom;semantic;control;correct;12;504,6
incongruent;30;300;Z;right;semantic;salient;correct;11;533,9
congruent;30;200;Z;bottom;semantic;control;correct;11;446,9
congruent;40;300;N;right;semantic;control;correct;12;478,2
congruent;47;200;Z;top;semantic;control;correct;11;433,9
congruent;29;200;N;right;semantic;control;correct;12;548,8
congruent;07;200;N;left;semantic;control;incorrect;1;563
incongruent;45;100;Z;bottom;semantic;salient;correct;11;565,5
incongruent;07;200;N;top;semantic;salient;correct;12;490
congruent;48;300;N;left;semantic;control;incorrect;1;682,2
incongruent;07;300;Z;bottom;semantic;salient;correct;11;516,6
incongruent;31;100;Z;top;semantic;salient;incorrect;2;628,3
congruent;36;300;N;top;semantic;control;incorrect;1;548,7
congruent;33;100;Z;top;semantic;control;correct;11;464
incongruent;02;100;Z;right;semantic;salient;correct;11;645,6
congruent;37;100;Z;bottom;semantic;control;correct;11;483,1
incongruent;38;300;Z;left;semantic;salient;correct;11;478,9
incongruent;20;100;N;right;semantic;salient;correct;12;514,9
incongruent;40;100;N;top;semantic;salient;correct;12;554,6
incongruent;19;100;Z;bottom;semantic;salient;correct;11;469,7
incongruent;50;100;N;bottom;semantic;salient;correct;12;494,5
congruent;27;100;Z;top;semantic;control;correct;11;476,8
congruent;32;100;Z;right;semantic;control;correct;11;590,9
congruent;42;200;N;top;semantic;control;correct;12;475,2
congruent;21;300;Z;top;semantic;control;correct;11;472,7
congruent;17;100;N;top;semantic;control;correct;12;653,2
incongruent;36;100;N;left;semantic;salient;correct;12;476,6
congruent;45;200;N;bottom;semantic;control;correct;12;411,7
congruent;03;200;Z;left;semantic;control;correct;11;398,7
congruent;23;200;Z;right;semantic;control;correct;11;475,8
incongruent;03;100;Z;left;semantic;salient;correct;11;401,5
incongruent;06;200;N;right;semantic;salient;correct;12;358,1
incongruent;41;300;Z;top;semantic;salient;correct;11;484,9
incongruent;34;300;Z;right;semantic;salient;correct;11;427,7
congruent;29;100;Z;left;semantic;control;correct;11;346,5
congruent;47;100;N;left;semantic;control;correct;12;456,7
congruent;41;100;N;right;semantic;control;correct;12;450,8
incongruent;09;200;Z;top;semantic;salient;correct;11;459,3
incongruent;27;200;N;right;semantic;salient;correct;12;341,1
congruent;44;300;N;top;semantic;control;correct;12;362,3
incongruent;39;100;N;left;semantic;salient;incorrect;1;366,7
incongruent;35;300;Z;left;semantic;salient;correct;11;398,3
incongruent;25;300;N;left;semantic;salient;correct;12;428,3
congruent;48;100;N;bottom;semantic;control;correct;12;483,2
incongruent;42;100;N;top;semantic;salient;correct;12;453,1
congruent;09;100;N;bottom;semantic;control;correct;12;615,5
congruent;41;200;Z;bottom;semantic;control;incorrect;2;381,8
incongruent;20;200;N;top;semantic;salient;incorrect;1;304,9
incongruent;41;100;Z;left;semantic;salient;correct;11;433
incongruent;31;200;Z;bottom;semantic;salient;correct;11;378,2
incongruent;19;300;Z;top;semantic;salient;correct;11;517,4
incongruent;43;300;Z;bottom;semantic;salient;correct;11;495,9
incongruent;24;100;Z;right;semantic;salient;correct;11;505,9
incongruent;50;200;Z;right;semantic;salient;correct;11;445,2
congruent;37;300;N;bottom;semantic;control;correct;12;565,5
incongruent;12;300;N;top;semantic;salient;correct;12;430,9
incongruent;17;300;N;right;semantic;salient;correct;12;464,4
incongruent;19;200;Z;left;semantic;salient;correct;11;515,2
congruent;43;100;Z;top;semantic;control;correct;11;516,7
incongruent;29;200;N;bottom;semantic;salient;correct;12;499
incongruent;33;300;N;bottom;semantic;salient;correct;12;580,2
incongruent;08;200;N;left;semantic;salient;incorrect;1;475,9
congruent;25;200;Z;top;semantic;control;incorrect;2;742,8
incongruent;27;300;Z;top;semantic;salient;correct;11;556,5
congruent;28;100;N;top;semantic;control;incorrect;1;517,7
congruent;02;200;Z;right;semantic;control;incorrect;2;518,9
incongruent;15;300;Z;bottom;semantic;salient;correct;11;528,8
congruent;08;200;N;bottom;semantic;control;incorrect;1;365,5
congruent;38;300;Z;bottom;semantic;control;correct;11;712,9
congruent;03;300;Z;right;semantic;control;incorrect;2;572,1
congruent;36;200;N;right;semantic;control;incorrect;1;448
congruent;43;200;Z;bottom;semantic;control;correct;11;534,5
incongruent;06;100;N;right;semantic;salient;correct;12;454,3
incongruent;10;200;Z;top;semantic;salient;correct;11;548,9
incongruent;37;100;Z;bottom;semantic;salient;correct;11;442,1
congruent;45;100;N;right;semantic;control;correct;12;597,3
congruent;02;100;Z;left;semantic;control;correct;11;487,1
congruent;38;100;Z;right;semantic;control;correct;11;470,5
congruent;49;200;N;top;semantic;control;correct;12;512,9
incongruent;47;200;Z;right;semantic;salient;correct;11;511,7
congruent;13;300;N;right;semantic;control;correct;12;587,3
congruent;34;100;Z;bottom;semantic;control;incorrect;2;544
congruent;22;100;N;left;semantic;control;incorrect;1;704,4
congruent;13;100;Z;bottom;semantic;control;correct;11;500,5
congruent;39;300;N;left;semantic;control;correct;12;697,5
incongruent;14;200;N;left;semantic;salient;incorrect;1;633
congruent;12;200;Z;left;semantic;control;correct;11;475
incongruent;44;100;Z;top;semantic;salient;correct;11;481
incongruent;30;100;N;bottom;semantic;salient;incorrect;1;509,5
congruent;21;100;N;top;semantic;control;correct;12;583,4
congruent;16;200;N;left;semantic;control;correct;12;473,7
congruent;21;200;Z;right;semantic;control;correct;11;868,7
incongruent;18;100;N;left;semantic;salient;incorrect;1;399,4
incongruent;14;100;Z;left;semantic;salient;correct;11;656,9
incongruent;48;300;Z;left;semantic;salient;correct;11;471,3
congruent;22;300;Z;left;semantic;control;correct;11;422,3
incongruent;43;100;N;top;semantic;salient;correct;12;523,9
incongruent;48;200;Z;left;semantic;salient;correct;11;544,3
incongruent;25;200;Z;top;semantic;salient;incorrect;2;202,6
congruent;16;300;Z;bottom;semantic;control;correct;11;354,2
congruent;05;300;Z;left;semantic;control;correct;11;371,1
incongruent;15;100;Z;top;semantic;salient;correct;11;476,6
congruent;07;100;Z;right;semantic;control;correct;11;470
congruent;04;200;N;right;semantic;control;correct;12;420,8
incongruent;05;300;N;left;semantic;salient;incorrect;1;290,3
congruent;20;100;Z;left;semantic;control;correct;11;607,8
congruent;24;200;N;bottom;semantic;control;correct;12;423,9
congruent;09;200;Z;bottom;semantic;control;incorrect;2;425,2
congruent;45;300;N;right;semantic;control;correct;12;482,4
congruent;35;300;N;top;semantic;control;incorrect;1;489,8
happy;13;200;Z;left;emotional;control;correct;11;410,8
happy;31;100;N;left;emotional;control;incorrect;1;401,3
disgusting;37;100;N;right;emotional;salient;correct;12;411,1
happy;17;300;Z;bottom;emotional;control;correct;11;477,2
disgusting;18;300;N;left;emotional;salient;correct;12;582,9
happy;34;200;N;bottom;emotional;control;correct;12;504,2
happy;50;100;N;right;emotional;control;correct;12;428,9
disgusting;15;100;Z;top;emotional;salient;correct;11;559,4
disgusting;50;200;Z;right;emotional;salient;incorrect;2;436,6
happy;30;100;Z;right;emotional;control;correct;11;426,1
happy;31;200;N;top;emotional;control;correct;12;574,4
disgusting;46;200;Z;top;emotional;salient;correct;11;613,4
happy;08;300;N;left;emotional;control;correct;12;438,1
disgusting;47;100;N;top;emotional;salient;correct;12;518,2
disgusting;15;200;N;bottom;emotional;salient;correct;12;467,1
disgusting;37;300;N;right;emotional;salient;correct;12;349,5
disgusting;29;200;Z;bottom;emotional;salient;correct;11;481,3
happy;12;100;Z;top;emotional;control;incorrect;2;464,8
disgusting;36;100;Z;right;emotional;salient;correct;11;614
disgusting;21;300;Z;top;emotional;salient;incorrect;2;390,6
happy;07;300;N;bottom;emotional;control;correct;12;481,4
happy;10;300;N;right;emotional;control;correct;12;424,5
disgusting;43;100;Z;left;emotional;salient;incorrect;2;499,3
happy;27;300;Z;right;emotional;control;correct;11;464,7
disgusting;41;200;N;left;emotional;salient;correct;12;607
happy;03;300;Z;top;emotional;control;correct;11;480
disgusting;43;300;N;bottom;emotional;salient;correct;12;534,7
happy;42;300;N;left;emotional;control;incorrect;1;522,5
disgusting;02;200;Z;left;emotional;salient;correct;11;485,9
disgusting;20;200;N;left;emotional;salient;correct;12;438,6
disgusting;16;100;Z;top;emotional;salient;incorrect;2;754,2
disgusting;08;100;N;left;emotional;salient;correct;12;462,1
disgusting;22;100;Z;bottom;emotional;salient;correct;11;461,3
happy;07;100;N;bottom;emotional;control;correct;12;429
disgusting;21;200;Z;right;emotional;salient;correct;11;419,5
happy;48;200;Z;right;emotional;control;correct;11;446,2
happy;21;200;Z;bottom;emotional;control;correct;11;425,5
disgusting;09;300;Z;bottom;emotional;salient;correct;11;386
happy;21;300;Z;left;emotional;control;correct;11;485,1
disgusting;27;300;Z;left;emotional;salient;correct;11;427,8
disgusting;50;300;Z;bottom;emotional;salient;correct;11;462,7
disgusting;32;300;N;bottom;emotional;salient;correct;12;491,2
disgusting;22;200;Z;bottom;emotional;salient;correct;11;460,4
disgusting;34;100;N;bottom;emotional;salient;incorrect;1;451,4
disgusting;04;300;N;right;emotional;salient;correct;12;438
disgusting;05;100;N;right;emotional;salient;correct;12;529
disgusting;19;200;N;right;emotional;salient;correct;12;378
happy;13;300;Z;right;emotional;control;correct;11;427,3
disgusting;32;200;N;top;emotional;salient;correct;12;445,3
happy;28;100;Z;right;emotional;control;correct;11;480,1
happy;02;200;N;top;emotional;control;correct;12;519,8
happy;15;300;Z;bottom;emotional;control;correct;11;596,1
happy;20;100;Z;top;emotional;control;correct;11;565,8
happy;29;200;Z;top;emotional;control;correct;11;480,3
disgusting;33;100;Z;left;emotional;salient;correct;11;524,9
disgusting;47;300;Z;right;emotional;salient;incorrect;2;516,2
happy;41;200;Z;right;emotional;control;incorrect;2;439,6
happy;25;200;N;left;emotional;control;incorrect;1;424,3
disgusting;06;100;N;top;emotional;salient;correct;12;511,7
disgusting;40;300;N;left;emotional;salient;incorrect;1;430,6
happy;26;100;Z;bottom;emotional;control;correct;11;534,2
happy;46;200;N;right;emotional;control;correct;12;468,7
disgusting;45;300;N;top;emotional;salient;correct;12;494,6
happy;06;200;Z;bottom;emotional;control;correct;11;678,8
disgusting;39;300;Z;top;emotional;salient;correct;11;513,9
happy;12;300;N;bottom;emotional;control;correct;12;363,8
happy;49;100;N;right;emotional;control;correct;12;523,3
happy;44;300;N;right;emotional;control;correct;12;380,3
happy;48;300;N;top;emotional;control;correct;12;489,8
happy;34;100;N;bottom;emotional;control;correct;12;543,9
happy;50;200;N;bottom;emotional;control;correct;12;435,1
disgusting;38;300;Z;top;emotional;salient;correct;11;723,8
happy;39;100;N;left;emotional;control;correct;12;927,2
happy;14;200;Z;left;emotional;control;correct;11;457,3
happy;43;200;N;bottom;emotional;control;correct;12;438,6
happy;37;200;N;right;emotional;control;correct;12;464,3
happy;36;100;Z;left;emotional;control;correct;11;390,3
disgusting;35;300;Z;right;emotional;salient;incorrect;2;421
happy;47;300;N;top;emotional;control;incorrect;1;419,6
happy;15;100;N;top;emotional;control;correct;12;585,6
happy;11;100;Z;right;emotional;control;correct;11;650,2
happy;45;100;N;top;emotional;control;correct;12;473,9
disgusting;01;100;Z;right;emotional;salient;incorrect;2;395,3
happy;19;300;N;right;emotional;control;correct;12;375,3
disgusting;25;200;Z;top;emotional;salient;correct;11;455,5
disgusting;14;300;N;top;emotional;salient;correct;12;479,1
disgusting;24;100;N;bottom;emotional;salient;incorrect;1;396,6
disgusting;28;100;N;top;emotional;salient;correct;12;458,9
happy;33;300;N;left;emotional;control;correct;12;449,5
happy;41;100;Z;left;emotional;control;correct;11;516,8
disgusting;46;100;N;left;emotional;salient;incorrect;1;428,8
disgusting;16;300;N;bottom;emotional;salient;correct;12;451,5
happy;24;100;N;bottom;emotional;control;correct;12;486,7
happy;18;200;Z;top;emotional;control;correct;11;590,1
happy;49;300;Z;left;emotional;control;correct;11;476,9
happy;08;100;Z;top;emotional;control;incorrect;2;630,1
disgusting;11;200;N;bottom;emotional;salient;correct;12;467,9
disgusting;07;100;Z;top;emotional;salient;correct;11;534
disgusting;26;100;Z;left;emotional;salient;correct;11;466,5
disgusting;48;300;N;right;emotional;salient;correct;12;416,8
happy;30;300;N;bottom;emotional;control;correct;12;578,4
happy;35;300;Z;top;emotional;control;correct;11;349,5
disgusting;04;100;Z;bottom;emotional;salient;incorrect;2;397,5
disgusting;17;100;N;right;emotional;salient;correct;12;473,8
happy;40;300;Z;right;emotional;control;correct;11;597,6
disgusting;23;100;Z;right;emotional;salient;correct;11;572,9
happy;05;100;N;right;emotional;control;correct;12;460,6
disgusting;33;200;N;bottom;emotional;salient;incorrect;1;501
happy;05;200;Z;bottom;emotional;control;miss;;
disgusting;08;300;N;left;emotional;salient;correct;12;466,7
happy;16;100;N;left;emotional;control;correct;12;543,4
happy;17;200;N;left;emotional;control;correct;12;444
disgusting;23;200;Z;left;emotional;salient;correct;11;477,6
disgusting;24;200;Z;top;emotional;salient;correct;11;480,3
disgusting;42;200;N;right;emotional;salient;correct;12;406,8
disgusting;44;100;N;right;emotional;salient;correct;12;409,1
disgusting;02;300;Z;bottom;emotional;salient;correct;11;489,9
disgusting;10;300;Z;left;emotional;salient;correct;11;404,7
happy;46;100;Z;bottom;emotional;control;correct;11;507,2
happy;46;300;Z;bottom;emotional;control;correct;11;386,8
disgusting;36;200;N;top;emotional;salient;correct;12;562,7
happy;40;100;Z;top;emotional;control;correct;11;550,9
happy;13;100;N;top;emotional;control;incorrect;1;677,6
happy;33;200;Z;right;emotional;control;incorrect;2;444,1
disgusting;26;200;N;left;emotional;salient;correct;12;746,2
happy;23;200;N;top;emotional;control;correct;12;491,8
disgusting;28;300;Z;top;emotional;salient;correct;11;604,8
happy;25;300;Z;right;emotional;control;incorrect;2;429,8
disgusting;04;200;Z;bottom;emotional;salient;correct;11;515,2
happy;01;100;N;bottom;emotional;control;correct;12;583,4
disgusting;44;200;Z;right;emotional;salient;correct;11;547,1
disgusting;42;300;N;bottom;emotional;salient;correct;12;636,6
disgusting;13;200;Z;top;emotional;salient;correct;11;431,6
happy;20;200;Z;left;emotional;control;correct;11;469,3
happy;09;200;Z;right;emotional;control;incorrect;2;517,7
disgusting;23;300;N;right;emotional;salient;correct;12;391,4
disgusting;37;200;Z;bottom;emotional;salient;correct;11;412,1
disgusting;01;300;N;top;emotional;salient;correct;12;490,9
disgusting;10;200;Z;left;emotional;salient;correct;11;646,6
happy;18;100;N;left;emotional;control;incorrect;1;506,6
happy;11;300;Z;left;emotional;control;correct;11;367,1
disgusting;31;100;N;top;emotional;salient;correct;12;531,8
happy;44;200;Z;bottom;emotional;control;correct;11;516,7
happy;23;300;N;top;emotional;control;correct;12;353,2
happy;34;300;N;right;emotional;control;correct;12;556,7
disgusting;07;200;N;bottom;emotional;salient;correct;12;481,6
happy;11;200;N;left;emotional;control;correct;12;567,9
disgusting;13;100;Z;right;emotional;salient;correct;11;547,4
disgusting;25;100;Z;left;emotional;salient;correct;11;551,1
happy;15;200;N;bottom;emotional;control;correct;12;408,3
